name,url,uname,followers,image_path
Stan Lee,http://twitter.com/TheRealStanLee,TheRealStanLee,3911769,images/TheRealStanLee.jpg
David Lynch,http://twitter.com/david_lynch,david_lynch,3345663,images/david_lynch.jpg
Demi Lovato,http://twitter.com/ddlovato,ddlovato,55607394,images/ddlovato.jpg
Ariana Grande,http://twitter.com/ArianaGrande,ArianaGrande,74972105,images/ArianaGrande.jpg
Jonas Brothers,http://www.twitter.com/Jonasbrothers,Jonasbrothers,4825208,images/Jonasbrothers.jpg
Zac Efron,http://twitter.com/ZacEfron,ZacEfron,15696140,images/ZacEfron.jpg
Victoria Justice,http://www.twitter.com/VictoriaJustice,VictoriaJustice,10278545,images/VictoriaJustice.jpg
Corbin Bleu,http://twitter.com/corbinBleu,corbinBleu,804588,images/corbinBleu.jpg
Emily Osment,http://twitter.com/EmilyOsment,EmilyOsment,3264483,images/EmilyOsment.jpg
Amanda Bynes,http://twitter.com/amandabynes,amandabynes,2769372,images/amandabynes.jpg
Lindsay Lohan,http://www.twitter.com/lindsaylohan,lindsaylohan,8556931,images/lindsaylohan.jpg
Lucas Till,http://twitter.com/LucasTill,LucasTill,174423,images/LucasTill.jpg
Ashley Tisdale,http://twitter.com/ashleytisdale,ashleytisdale,12804436,images/ashleytisdale.jpg
Selena Gomez,http://twitter.com/selenagomez,selenagomez,61295943,images/selenagomez.jpg
Jennifer Stone,http://twitter.com/comeagainjen,comeagainjen,140,images/comeagainjen.jpg
Mitchel Musso,http://twitter.com/Mitchelmusso,Mitchelmusso,1802681,images/Mitchelmusso.jpg
Sabrina Bryan,http://twitter.com/SAbrinaBryan,SAbrinaBryan,68642,images/SAbrinaBryan.jpg
Mandy Jiroux,http://twitter.com/MandyJiroux,MandyJiroux,368748,images/MandyJiroux.jpg
Miranda Cosgrove,http://twitter.com/MirandaCosgrove,MirandaCosgrove,7267459,images/MirandaCosgrove.jpg
Drake Bell,http://twitter.com/DrakeBeLL,DrakeBeLL,4847172,images/DrakeBeLL.jpg
Lucas Grabeel,http://twitter.com/mrgrabeel,mrgrabeel,237442,images/mrgrabeel.jpeg
Raven Symone,http://twitter.com/MissravenSymone,MissravenSymone,688,images/MissravenSymone.jpg
Keke Palmer,http://twitter.com/KekePalmer,KekePalmer,1821271,images/KekePalmer.jpg
Jordan Pruitt,http://twitter.com/jordansblog,jordansblog,107902,images/jordansblog.jpg
Taylor Swift,http://www.twitter.com/TaylorSwift13,TaylorSwift13,86510744,images/TaylorSwift13.jpg
Katy Perry,http://www.twitter.com/katyperry,katyperry,108389730,images/katyperry.jpg
Miley Cyrus,http://www.twitter.com/MileyCyrus,MileyCyrus,44929349,images/MileyCyrus.jpg
Lady Gaga,http://www.twitter.com/ladygaga,ladygaga,81683472,images/ladygaga.jpg
Beyonce,http://www.twitter.com/Beyonce,Beyonce,15616952,images/Beyonce.jpg
Cody Simpson,http://www.twitter.com/CodySimpson,CodySimpson,7124024,images/CodySimpson.jpg
Justin Bieber,http://www.twitter.com/justinbieber,justinbieber,112044089,images/justinbieber.jpg
Carly Rae Jepsen,http://www.twitter.com/carlyraejepsen,carlyraejepsen,10005865,images/carlyraejepsen.jpg
Harry Styles,http://www.twitter.com/Harry_Styles,Harry_Styles,34479435,images/Harry_Styles.jpg
Niall Horan,http://www.twitter.com/NiallOfficial,NiallOfficial,39595255,images/NiallOfficial.jpg
Liam Payne,http://www.twitter.com/Real_Liam_Payne,Real_Liam_Payne,4091,images/Real_Liam_Payne.png
Zayn Malik,http://www.twitter.com/zaynmalik,zaynmalik,28684858,images/zaynmalik.jpg
One Direction,http://www.twitter.com/onedirection,onedirection,30372380,images/onedirection.jpg
Bruno Mars,http://www.twitter.com/BrunoMars,BrunoMars,43133140,images/BrunoMars.jpg
Rihanna,http://www.twitter.com/rihanna,rihanna,97188215,images/rihanna.jpg
Christina Aguilera,http://www.twitter.com/xtina,xtina,16940511,images/xtina.jpg
Avril Lavigne,http://www.twitter.com/AvrilLavigne,AvrilLavigne,21217087,images/AvrilLavigne.jpg
Maroon 5,http://www.twitter.com/maroon5,maroon5,14622677,images/maroon5.png
Louis Tomlinson,http://www.twitter.com/Louis_Tomlinson,Louis_Tomlinson,33789449,images/Louis_Tomlinson.jpg
Britney Spears,http://twitter.com/britneyspears,britneyspears,55987822,images/britneyspears.jpg
Mariah Carey,http://www.twitter.com/mariahcarey,mariahcarey,21526950,images/mariahcarey.jpg
Weird Al Yankovic,http://www.twitter.com/alyankovic,alyankovic,5118330,images/alyankovic.jpg
Jesse McCartney,http://twitter.com/JesseMcCartney,JesseMcCartney,756306,images/JesseMcCartney.jpg
Jessica Simpson,http://www.twitter.com/JessicaSimpson,JessicaSimpson,6461472,images/JessicaSimpson.jpg
Ashlee Simpson,http://www.twitter.com/ashleesimpson,ashleesimpson,2308936,images/ashleesimpson.jpg
Mandy Moore,http://www.twitter.com/TheMandyMoore,TheMandyMoore,2398423,images/TheMandyMoore.jpg
Josh Groban,http://www.twitter.com/joshgroban,joshgroban,890624,images/joshgroban.jpg
Joey McIntyre,http://www.twitter.com/joeymcintyre,joeymcintyre,305404,images/joeymcintyre.jpg
Paula Abdul,http://twitter.com/PaulaAbdul,PaulaAbdul,2106215,images/PaulaAbdul.jpg
Colbie Caillat,http://twitter.com/ColbieCaillat,ColbieCaillat,303514,images/ColbieCaillat.jpg
Ryan Cabrera,http://twitter.com/RYAN_CABRERA,RYAN_CABRERA,13,images/RYAN_CABRERA.png
Natasha Bedingfield,http://twitter.com/natashabdnfield,natashabdnfield,332584,images/natashabdnfield.jpg
Enrique Iglesias,http://twitter.com/Enrique305,Enrique305,5678,images/Enrique305.jpg
Nicole Scherzinger,http://twitter.com/n_scherzinger,n_scherzinger,77,images/n_scherzinger.gif
Kylie Minogue,http://twitter.com/KylieMinogue,KylieMinogue,2232361,images/KylieMinogue.jpg
Shakira,http://twitter.com/ShAkiRA,ShAkiRA,52246373,images/ShAkiRA.jpg
Robbie Williams,http://twitter.com/RobbieWilliams,RobbieWilliams,2541878,images/RobbieWilliams.jpg
Michelle Branch,http://twitter.com/michellebranch,michellebranch,257011,images/michellebranch.jpg
Mark Hoppus (Blink 182),http://twitter.com/markhoppus,markhoppus,2802623,images/markhoppus.jpg
Victoria Beckham,http://www.twitter.com/victoriabeckham,victoriabeckham,12365891,images/victoriabeckham.jpg
Ed Sheeran,http://twitter.com/edsheeran,edsheeran,18349437,images/edsheeran.jpg
Cold Play,http://www.twitter.com/coldplay,coldplay,23457689,images/coldplay.jpg
John Mayer,http://www.twitter.com/JohnMayer,JohnMayer,1446950,images/JohnMayer.png
Seal,http://twitter.com/seal,seal,169796,images/seal.jpg
Counting Crows,http://twitter.com/countingcrows,countingcrows,1106751,images/countingcrows.jpg
Joshua Radin,http://twitter.com/Joshuaradin,Joshuaradin,64535,images/Joshuaradin.jpg
Dave Matthews Band,http://twitter.com/DaveJMatthews,DaveJMatthews,634020,images/DaveJMatthews.JPG
LMFAO,http://twitter.com/LMFAO,LMFAO,7191971,images/LMFAO.jpg
Trent Reznor,http://www.twitter.com/trent_reznor,trent_reznor,1675308,images/trent_reznor.jpg
Gene Simmons,http://www.twitter.com/genesimmons,genesimmons,895036,images/genesimmons.jpg
Ben Folds,http://www.twitter.com/BenFolds,BenFolds,816643,images/BenFolds.jpg
REM,http://twitter.com/remhq,remhq,147433,images/remhq.jpg
Jimmy Eat World,http://twitter.com/jimmyeatworld,jimmyeatworld,2486259,images/jimmyeatworld.jpg
Pearl Jam,http://twitter.com/PearlJam,PearlJam,3585302,images/PearlJam.jpg
Sebastian Bach,http://www.twitter.com/sebastianbach,sebastianbach,429855,images/sebastianbach.jpg
Travis Barker,http://www.twitter.com/trvsbrkr,trvsbrkr,4277,images/trvsbrkr.jpg
Damon Albarn,http://twitter.com/DamonAlbarn,DamonAlbarn,300359,images/DamonAlbarn.jpg
Colin Meloy,http://twitter.com/colinmeloy,colinmeloy,1326217,images/colinmeloy.jpg
Slash,http://www.twitter.com/Slash,Slash,3601605,images/Slash.jpg
Ben Kweller,http://www.twitter.com/benkweller,benkweller,31549,images/benkweller.jpg
Pete Yorn,http://twitter.com/peteyorn,peteyorn,1302880,images/peteyorn.jpg
Yoko Ono,http://twitter.com/yokoono,yokoono,4763608,images/yokoono.jpg
